strength	module_id	clustering	betweeness	loc_efficiency
0.14582588	3	0.723707665	6	0.436250121
0.219334715	2	0.639183673	132	0.399725802
0.21638256	4	0.642533937	50	0.404052378
0.182606387	5	0.576248313	126	0.380056093
0.205533163	2	0.482926829	192	0.358762952
0.264574636	1	0.553930006	148	0.399690127
0.222324386	3	0.555059524	130	0.401450698
0.188683759	3	0.476190476	154	0.367358527
0.280806419	5	0.485656913	366	0.375556786
0.144930506	5	0.75	8	0.4409554
0.242133858	1	0.575873828	164	0.405773099
0.278259705	5	0.488980311	130	0.390837562
0.326010062	5	0.45982009	456	0.392566957
0.187940216	5	0.552657005	90	0.386101846
0.133487802	5	0.657142857	4	0.42702664
0.212301284	1	0.614285714	74	0.416576941
0.218234346	2	0.596969697	86	0.395558205
0.217400094	2	0.619680851	60	0.396849805
0.332197154	5	0.443384133	478	0.38049494
0.213277027	1	0.650332728	96	0.400647274
0.294829618	1	0.505016722	236	0.391051885
0.215381586	3	0.506938776	102	0.401153155
0.200931238	5	0.609090909	62	0.392784407
0.227027173	1	0.627922078	54	0.413784275
0.18461925	3	0.572535991	58	0.405023122
0.244879637	1	0.501948052	244	0.355027213
0.24781013	4	0.567701863	184	0.38942576
0.216666922	1	0.563283208	116	0.390600889
0.196892936	4	0.546470999	100	0.404159264
0.177159298	3	0.521212121	92	0.391967098
0.1366127	3	0.575757576	20	0.401017835
0.238996234	4	0.580772608	220	0.39565422
0.323637514	2	0.454804046	308	0.384863202
0.295727687	2	0.516129032	130	0.40551628
0.259355449	1	0.598076923	82	0.413153634
0.18095208	3	0.629233512	52	0.422657622
0.331153631	2	0.462350567	186	0.389748771
0.204521654	4	0.672619048	50	0.421379489
0.236387082	5	0.494711538	380	0.366331767
0.215233213	1	0.585185185	88	0.37909279
0.250805883	4	0.569640063	130	0.410682368
0.247240975	4	0.626442308	94	0.418636266
0.160684212	1	0.49047619	70	0.358946409
0.160768598	3	0.605820106	16	0.419308506
0.237462663	3	0.585622443	164	0.392355891
0.211939627	3	0.495837188	112	0.380176309
0.267962376	5	0.548685672	104	0.399096369
0.160600691	5	0.7	20	0.402278941
0.221369197	5	0.582002903	134	0.387003095
0.149102037	3	0.723320158	16	0.422244329
0.233338852	1	0.611528822	48	0.379713576
0.232984336	1	0.541383989	176	0.385580645
0.286668636	4	0.502627807	240	0.397783684
0.244647098	5	0.46371553	196	0.368664797
0.283264955	3	0.511313547	124	0.394439516
0.235329107	1	0.583116883	26	0.397936933
0.228465246	2	0.558627752	162	0.38421462
0.149438663	1	0.692473118	4	0.404958681
0.234700902	4	0.624242424	124	0.407762508
0.331611659	1	0.494772218	134	0.399240121
0.256912395	3	0.475856014	260	0.362904035
0.184425284	1	0.473544974	96	0.363264043
0.199277542	1	0.626696833	8	0.408236651
0.220745113	1	0.55764411	224	0.367093548
0.282293373	1	0.503319714	114	0.39413043
0.17360931	5	0.71827957	46	0.407874624
0.283657654	4	0.519219736	138	0.392726344
0.198521241	1	0.513413506	166	0.361676845
0.124182314	4	0.66798419	16	0.376600802
0.24390539	5	0.467132867	286	0.38278364
0.170000636	1	0.603174603	48	0.382894725
0.256763848	5	0.516602997	222	0.389323641
0.248296169	4	0.461057692	242	0.363683045
0.242461242	2	0.575117371	182	0.394237108
0.230523732	1	0.567676768	98	0.364595683
0.193089749	3	0.526829268	66	0.396626059
0.317906823	5	0.479245283	360	0.386882612
0.276094774	2	0.491655267	416	0.366649717
0.280386499	2	0.515321757	216	0.379649111
0.14288305	4	0.528138528	268	0.38334063
0.292188438	4	0.508098224	168	0.376247269
0.234184195	2	0.546127946	172	0.380148826
0.282263874	5	0.466823406	456	0.373010989
0.239309176	5	0.483568075	146	0.381405741
0.285980884	5	0.525025536	110	0.392562995
0.264423609	2	0.47985348	198	0.378771585
0.243642237	5	0.547785548	172	0.403674434
0.263612089	1	0.525263158	300	0.363477597
0.299858865	1	0.488095238	188	0.383554316
0.256485963	5	0.512019231	262	0.389877271
0.159615858	5	0.787692308	2	0.45582214
0.229002794	3	0.484383001	240	0.377632904
0.254640093	5	0.512019231	138	0.380870768
0.248142535	3	0.441372248	412	0.368124801
0.21030272	3	0.56641604	86	0.393154189
0.262637925	5	0.538218001	248	0.393954837
0.225408512	5	0.613661202	98	0.386755978
0.19494816	5	0.532428356	110	0.380546632
0.158397283	4	0.551051051	166	0.368083825
0.292210791	2	0.503583373	228	0.388460923
0.240990192	5	0.686502177	44	0.423110513
0.164630617	3	0.621212121	36	0.427086009
0.102005138	4	0.659340659	0	0.423902133
0.293757079	1	0.508941721	334	0.386934016
0.199477694	3	0.556493506	58	0.402734526
0.059569088	4	0.606060606	18	0.415682421
0.127551938	5	0.57312253	32	0.419340564
0.254745935	5	0.491455913	334	0.377593998
0.208165156	2	0.591046582	72	0.394533347
0.20317721	5	0.485714286	164	0.379583213
0.199296527	1	0.669988926	60	0.398141609
0.190103624	5	0.45243129	248	0.373307753
0.30839564	5	0.448484848	482	0.381422666
0.19960424	2	0.634285714	66	0.390031473
0.248533866	2	0.611864407	40	0.404731462
0.3299189	5	0.47115903	198	0.40149707
0.288407451	1	0.516909295	296	0.392928314
0.238734348	3	0.519480519	64	0.396144645
0.203146643	1	0.547755102	208	0.366931842
0.033899039	4	1	0	0.48199444
0.272428921	1	0.573333333	128	0.412913689
0.212880274	4	0.498360656	258	0.362128886
0.232754434	1	0.553365385	104	0.389279967
0.279783363	2	0.521227768	164	0.39871095
0.183018701	4	0.61010101	276	0.384970346
0.202494633	3	0.515151515	20	0.405245293
0.181410795	5	0.607936508	88	0.385114838
0.253520055	4	0.536097742	122	0.390961385
0.285034068	3	0.487345679	148	0.396560169
0.305117736	1	0.510989011	268	0.392354937
0.266800458	4	0.514001807	108	0.397911286
